IMDB,Title,Year,Date,fulldate,month,justmonth,original,Type,status,season_number,Released,popular,popularity,imdbRating,imdbVotes,Rated,genretext,Genre,Runtime,number_of_episodes,Language,Country,budget,boxoffice,Plot,overview,stars,Actors,cast1,cast2,cast3,char1,char2,char3,directed_created,producedby,Director,created_by,production_companies,homepage,tmdb,poster_path,backdrop_path,poster,backdrop,netflix,IDs
tt13918776,The Night Agent,2022,December 2022,December 2022,December 2022,December 2022,,series,In Production,1,N/A,,1.583,N/A,N/A,Not Rated,Action,"Action, Drama, Thriller",N/A,2,English,United States,Not available,Not Available,"A low-level FBI agent, Peter Sutherland, who works in the basement of the White House, manning a phone that never rings until the night it does, propelling him into a conspiracy that leads all the way to the Oval Office.","A low-level FBI agent works in the basement of the White House, manning a phone that never rings — until the night that it does, propelling him into a fast moving and dangerous conspiracy that ultimately leads all the way to the Oval Office.",,"Enrique Murciano, D.B. Woodside, Hong Chau",Gabriel Basso,Luciane Buchanan,Hong Chau,Peter Sutherland,Rose Larkin,Diane Farr, created by Shawn Ryan.,"The Night Agent was produced by Sony Pictures Television Studios, MiddKid Productions, Exhibit A Film, Project X Entertainment, and Sunset Lane Media and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Shawn Ryan,"Sony Pictures Television Studios, MiddKid Productions, Exhibit A Film, Project X Entertainment, Sunset Lane Media",#,129552,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=The Night Agent,1963
tt17491088,The Diplomat,2022,December 2022,December 2022,December 2022,December 2022,,series,In Production,1,N/A,,1.09,N/A,N/A,Not Rated,N/A,N/A,N/A,2,N/A,N/A,Not available,Not Available,"In the midst of an international crisis, a career diplomat lands in a high-profile job she’s unsuited for, with tectonic implications for her marriage and her political future.","In the midst of an international crisis, a career diplomat lands in a high-profile job she’s unsuited for, with tectonic implications for her marriage and her political future.",,,Keri Russell,Rufus Sewell,Ali Ahn,Kate Wyler,Hal Wyler,Eidra Graham, created by Debora Cahn.,,,Debora Cahn,,#,203857,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=The Diplomat,1964
tt5248776,Dragon's Lair: The Movie,2022,December 2022,December 2022,December 2022,December 2022,,movie,,,N/A,,,N/A,N/A,Not Rated,Animation,"Animation, Action, Adventure",91,,English,United States,Not available,Not Available,"Dirk the Daring, a knight who sets out to rescue Princess Daphne from the evil dragon Singe and a wizard named Mordroc.",,,Ryan Reynolds,,,,,,," directed by Don Bluth, Gary Goldman.",,"Don Bluth, Gary Goldman",,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Dragon's Lair: The Movie,1965
tt13802576,Lockwood & Co,2022,December 2022,December 2022,December 2022,December 2022,,series,,,N/A,,,N/A,N/A,Not Rated,Action,"Action, Adventure, Drama",N/A,,English,United Kingdom,Not available,Not Available,"A tiny startup, run by two teenage boys and a newly arrived, supremely psychically gifted girl, a renegade trio destined to unravel a mystery that will change the course of history.",,,"Morven Christie, Luke Treadaway, Ruby Stokes",,,,,,,.,,,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Lockwood & Co,1966
tt14852808,The Watcher,2022,December 2022,December 2022,December 2022,December 2022,,series,,,N/A,,,N/A,N/A,Not Rated,Horror,"Horror, Mystery",N/A,,English,United States,Not available,Not Available,"A married couple moving into their dream home is being threatened by terrifying letters from a stalker, signed- \The Watcher\.",,,"Yuko Torihara, Naomi Watts, Bobby Cannavale",,,,,,,.,,,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=The Watcher,1967
tt1016150,All Quiet on the Western Front,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,movie,In Production,,N/A,,0.84,N/A,N/A,Not Rated,Action,"Action, Drama, War",147,,"English, German","Germany, United States",Not available,Not Available,A young German soldier's terrifying experiences and distress on the western front during World War I.,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",,"Daniel Brühl, Albrecht Schuch, Sebastian Hülk",Felix Kammerer,Albrecht Schuch,Aaron Hilmer,Paul Bäumer,Stanislaus \Kat\ Katczinsky,Albert Kropp, directed by Edward Berger.,"All Quiet on the Western Front was produced by Amusement Park Films, RocketScience, and Sliding Down Rainbows Entertainment and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Edward Berger,,"Amusement Park Films, RocketScience, Sliding Down Rainbows Entertainment",https://www.netflix.com/title/81260280,49046,/8nRp85QQGaPY0S8QTpMlgz5MoKG.jpg,/k2HRPmICpaGuS2MVdbQTyCqJlUT.jpg,tt1016150-poster.jpg,tt1016150-fanart.jpg,https://www.netflix.com/title/81260280,1968
tt11564570,Glass Onion: A Knives Out Mystery,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,movie,Post Production,,N/A,,5.156,N/A,N/A,PG-13,Crime,"Crime, Thriller",N/A,,English,United States,Not available,Not Available,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Detective Benoit Blanc travels to Greece to peel back the layers of a mystery involving a new cast of suspects.,,"Ethan Hawke, Daniel Craig, Jessica Henwick",Daniel Craig,Edward Norton,Dave Bautista,Benoit Blanc,,, directed by Rian Johnson.,"Glass Onion: A Knives Out Mystery was produced by Lionsgate, and T-Street Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Rian Johnson,,"Lionsgate, T-Street Productions",https://www.netflix.com/title/81458416,661374,/cZY0lJluJG3RchvzIm6pnmOL6me.jpg,/G7qYINSq5xyDd0I0zn3DpAssA0.jpg,tt11564570-poster.jpg,tt11564570-fanart.jpg,https://www.netflix.com/title/81458416,1969
tt12590266,Cyberpunk: Edgerunners,2022,September 2022,September 2022,September 2022,September 2022,,series,In Production,1,N/A,,1.96,N/A,N/A,TV-MA,Animation,"Animation, Action, Adventure",N/A,1,"English, Japanese","Poland, Japan, United States",Not available,Not Available,"A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner a Mercenary outlaw also known as a Cyberpunk.","In a dystopia riddled with corruption and cybernetic implants, a talented but reckless street kid strives to become a mercenary outlaw — an edgerunner.",,Zach Aguilar,,,,,,, created by Rafa? Jaki.,"Cyberpunk: Edgerunners was produced by TRIGGER, and CD PROJEKT RED and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Rafa? Jaki,"TRIGGER, CD PROJEKT RED",https://www.cyberpunk.net/edgerunners,105248,/6MMjX9T0L7eoRfZFTnzC6WXYZLK.jpg,/qHYdWT5NYqtlYpvQKOqZaq2mTrk.jpg,tt12590266-poster.jpg,tt12590266-fanart.jpg,https://www.cyberpunk.net/edgerunners,1970
tt13697652,You Are Not Special,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,series,In Production,1,N/A,,0.6,N/A,N/A,Not Rated,Comedy,"Comedy, Fantasy",N/A,1,Spanish,Spain,Not available,Not Available,"After moving from Barcelona to her mom's boring town, Amaia discovers she may have inherited powers from her grandmother, rumored to have been a witch.","After moving from Barcelona to her mom's boring town, Amaia discovers she may have inherited powers from her grandmother, rumored to have been a witch.",,"Elia Galera, Óscar de la Fuente, Jordi Aguilar",Jordi Aguilar,Miriam Cabeza,Elia Galera,,,, created by Estíbaliz Burgaleta.,"You Are Not Special was produced by Oria Films and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,Estíbaliz Burgaleta,Oria Films,https://www.netflix.com/title/81295123,115033,null,/iu8fWRaJeCjzYaS1myquOeuAeen.jpg,poster-coming-soon.jpg,tt13697652-fanart.jpg,https://www.netflix.com/title/81295123,1971
tt13926132,Ivy & Bean,2022,September 2022,September 2022,September 2022,September 2022,,movie,In Production,,N/A,,2.319,N/A,N/A,Not Rated,Action,"Action, Family",N/A,,English,United States,Not available,Not Available,"Two unlikely friends, the loud and fearless Bean, and the thoughtful and quiet Ivy. Yet the two discover that an adventure can reveal that even seemingly different people can become the best of friends.","Ivy and Bean never expected to be friends. Ivy is quiet, thoughtful and observant. Bean is playful, exuberant and fearless. However, sometimes an adventure reveals that opposites can become the best of friends.",,"Sasha Pieterse, Jane Lynch, Nia Vardalos",Keslee Blalock,Madison Skye Validum,Lidya Jewett,Ivy,Bean,Nancy, directed by Elissa Down.,,Elissa Down,,,#,862558,null,/BYu2VhYkSJn9zw96KzQvtb3bu0.jpg,poster-coming-soon.jpg,tt13926132-fanart.jpg,https://www.netflix.com/search?q=Ivy & Bean,1972
tt15054962,Heartbreak High,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,series,In Production,1,N/A,,0.6,N/A,N/A,Not Rated,Drama,"Drama, Romance",N/A,8,English,Australia,Not available,Not Available,"A fresh look at Hartley High over 20 years on. With her new friends - outsiders Quinni and Darren - Amerie must repair her reputation, while navigating love, sex, and heartbreak.","A fresh look at Hartley High over 20 years on. With her new friends - outsiders Quinni and Darren - Amerie must repair her reputation, while navigating love, sex, and heartbreak.",,"Ayesha Madon, James Majoos, Chloe Hayden",Ayesha Madon,James Majoos,Chloe Hayden,Amerie,Darren,Quinni," created by Ben Gannon, Michael Jenkins, Hannah Carroll Chapman.","Heartbreak High was produced by Fremantle Australia, and NewBe and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",,"Ben Gannon, Michael Jenkins, Hannah Carroll Chapman","Fremantle Australia, NewBe",https://www.netflix.com/title/81342553,158154,null,/1YzEzDpsJy5OUIWVxTQmRvDY9H0.jpg,poster-coming-soon.jpg,tt15054962-fanart.jpg,https://www.netflix.com/title/81342553,1973
tt15445056,Athena,2022,September 2022,September 2022,September 2022,September 2022,,movie,In Production,,N/A,,2.586,N/A,N/A,Not Rated,Drama,Drama,97,,French,France,Not available,Not Available,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.","Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",,"Dali Benssalah, Alexis Manenti, Anthony Bajon",Dali Benssalah,Anthony Bajon,Alexis Manenti,,,, directed by Romain Gavras.,"Athena was produced by Iconoclast, and Lyly Films and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Romain Gavras,,"Iconoclast, Lyly Films",#,852046,/51Xn49UVM30ODDPpih4UbGOh6zm.jpg,/dqKPTzFVTD7kbRfjgV9Bz0IT9x4.jpg,tt15445056-poster.jpg,tt15445056-fanart.jpg,https://www.netflix.com/search?q=Athena,1974
tt4273800,The Good Nurse,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,movie,Post Production,,N/A,,2.492,N/A,N/A,R,Biography,"Biography, Crime, Drama",121,,English,United States,Not available,Not Available,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,"The true story of the pursuit and capture of Charles Cullen, one of the most prolific serial killers in history, who is suspected of having murdered up to 400 patients during his 16-year career as a nurse, earning him the moniker \The Angel of Death.\,",,"Jessica Chastain, Kim Dickens, Eddie Redmayne",Jessica Chastain,Eddie Redmayne,Noah Emmerich,Amy Loughren,Charles Cullen,Tim Braun, directed by Tobias Lindholm.,"The Good Nurse was produced by FilmNation Entertainment, and Protozoa Pictures and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Tobias Lindholm,,"FilmNation Entertainment, Protozoa Pictures",https://www.netflix.com/title/81260083,541134,null,/yWdUSIeMEIyjfWW8rrKJQLNRTUv.jpg,poster-coming-soon.jpg,tt4273800-fanart.jpg,https://www.netflix.com/title/81260083,1975
tt5181830,Wendell and Wild,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,movie,Post Production,,N/A,,2.308,N/A,N/A,Not Rated,Animation,"Animation, Comedy, Family",N/A,,English,United States,Not available,Not Available,"Two scheming demon brothers, Wendell and Wild, must face their arch-nemesis, the demon-dusting nun Sister Helly, and her two acolytes, the goth teens Kat and Raul. However, Raul cannot see them so Kat helps Wendell and Wild to hel...",Two demon brothers face off against a nun and a pair of goth teens in order to earn their way out of hell.,,"Lyric Ross, Keegan-Michael Key, Jordan Peele",Keegan-Michael Key,Jordan Peele,Lyric Ross,Wendell (voice),Wild (voice),Kat Elliot (voice), directed by Henry Selick.,"Wendell and Wild was produced by Gotham Group, Monkeypaw Productions, and Artists First and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Henry Selick,,"Gotham Group, Monkeypaw Productions, Artists First",https://www.netflix.com/title/80231433,511817,/3mSa35s2SKZokULxlDK1coKhg9O.jpg,/yOxuzOuoZcXueQQ6lyzsqufaXKp.jpg,tt5181830-poster.jpg,tt5181830-fanart.jpg,https://www.netflix.com/title/80231433,1976
tt9288822,The Wonder,2022,September 2022,September 2022,September 2022,September 2022,Netflix Original,movie,In Production,,N/A,,1.176,N/A,N/A,Not Rated,Drama,"Drama, Mystery, Thriller",N/A,,English,"United States, United Kingdom, Ireland",Not available,Not Available,"A tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil.","Set in the Irish Midlands in 1859 as an English nurse, Lib Wright, goes to a tiny village to observe what some see as a medical anomaly and others a miracle, that a girl has survived without food for months. Tourists flock to see 11-year-old Anna O’Donnell, and a journalist has come to cover the sensation as two strangers transform each other’s lives in a story of love pitted against evil.",,"Florence Pugh, Ciarán Hinds, Niamh Algar",Florence Pugh,Tom Burke,Niamh Algar,Lib Wright,,, directed by Sebastián Lelio.,"The Wonder was produced by Screen Ireland, Element Pictures, Access Entertainment, and House Productions and was initially released on [datecalc date=""N/A"" display=""mmmm d, yyyy""].",Sebastián Lelio,,"Screen Ireland, Element Pictures, Access Entertainment, House Productions",https://www.netflix.com/title/81426931,823766,/4vVNHad1BwuHOexbAvEfeE7dl77.jpg,/hJN3ZaueIDWFO5FfxoXdiP6Y4oH.jpg,tt9288822-poster.jpg,tt9288822-fanart.jpg,https://www.netflix.com/title/81426931,1977
